312.13,blood elf rogue,/character/eu/twisting-nether/Leeolit%C3%A0,,14
329.25,pandaren monk,/character/eu/twisting-nether/Chung,,15
352.69,orc shaman,/character/eu/twisting-nether/Ihhm,,30
344.50,highmountain tauren warrior,/character/eu/twisting-nether/Gorrg%C3%A9ous,,17
297.31,troll druid,/character/eu/twisting-nether/Endorri,,15
359.56,troll warrior,/character/eu/twisting-nether/Kket%C3%A7ap,,15
364.13,blood elf demon hunter,/character/eu/twisting-nether/Wrathbring%C3%A9r,,29
385.88,blood elf deathknight,/character/eu/twisting-nether/Zer%C3%AAf,101.17,33
348.38,undead mage,/character/eu/twisting-nether/Netflix,,23
378.56,troll druid,/character/eu/twisting-nether/R%C3%A9ign,58.89,32
327.75,blood elf rogue,/character/eu/twisting-nether/Malkijan,,18
364.81,undead warlock,/character/eu/twisting-nether/Lorallia,,32
316.00,pandaren monk,/character/eu/twisting-nether/Pandaolina,,14
333.13,blood elf rogue,/character/eu/twisting-nether/Leeopard,,16
342.38,blood elf paladin,/character/eu/twisting-nether/Blazier,,30
368.63,blood elf warrior,/character/eu/twisting-nether/Skywar,,25
372.81,orc shaman,/character/eu/twisting-nether/Amatrhyx,,31
361.38,blood elf paladin,/character/eu/twisting-nether/Ferpect,,22
355.00,orc deathknight,/character/eu/twisting-nether/Odok,,21
358.63,orc warrior,/character/eu/twisting-nether/Dragonhammer,,25
370.50,orc warrior,/character/eu/twisting-nether/Skrilleks,,30
362.38,blood elf demon hunter,/character/eu/twisting-nether/Crokse,,30
348.19,highmountain tauren monk,/character/eu/twisting-nether/Skyfin,,19
274.88,orc shaman,/character/eu/twisting-nether/Mj%C3%B2lnir,,9
375.88,blood elf rogue,/character/eu/twisting-nether/Amphismela,,38
357.94,blood elf demon hunter,/character/eu/twisting-nether/Kikian,,22
353.44,undead hunter,/character/eu/twisting-nether/Noex,,26
390.19,undead rogue,/character/eu/twisting-nether/Deac%C3%B8n,,40
347.13,blood elf mage,/character/eu/twisting-nether/Daudahw,,18
346.69,undead rogue,/character/eu/twisting-nether/Popehardwood,,27
269.06,orc warrior,/character/eu/twisting-nether/Xr%C3%A3ge,,12
261.94,troll druid,/character/eu/twisting-nether/Deaconxd,,9
323.19,blood elf warrior,/character/eu/twisting-nether/Deymio,,14
339.31,blood elf mage,/character/eu/twisting-nether/Xarche%C3%B1,,23
408.63,tauren druid,/character/eu/twisting-nether/Ahm%C3%A9tabi,1161.43,40
375.56,pandaren monk,/character/eu/twisting-nether/Annalola,,28
377.00,undead mage,/character/eu/twisting-nether/Obrosska,,27
377.00,orc deathknight,/character/eu/twisting-nether/Sumisujima,,27
372.69,troll warlock,/character/eu/twisting-nether/Clothead,,25
376.31,undead rogue,/character/eu/twisting-nether/Berz%C3%A9rk,,29
377.69,blood elf demon hunter,/character/eu/twisting-nether/Zaelthor,,30
379.63,mag'har orc warrior,/character/eu/twisting-nether/Salgam,,28
379.00,tauren druid,/character/eu/twisting-nether/Smirn%C3%B8ff,,33
371.81,mag'har orc hunter,/character/eu/twisting-nether/Arud%C3%A9box,,28
376.50,orc deathknight,/character/eu/twisting-nether/Ferolich,,28
378.50,undead mage,/character/eu/twisting-nether/Agreuss,,29
377.19,troll hunter,/character/eu/twisting-nether/%C3%98ll%C3%A9rus,,31
